Procedure ID,,Description,Amount
892625,,SCREW NLK F-T 3.5X32    ,350
892630,,PLATE CALCANEUS LG 12H-L,3190
892634,,PULSE GEN IMP HIGH FREQ ,40424
892635,,ANCHOR LEAD FOR IPG KT  ,364
892652,,PIN DSTRCT 14MM         ,1400
892653,,PLATE CNTOR 164MM 8HL   ,2014.32
892654,,COIL DTCHCX035 13MMX24CM,2408
892655,,COIL EMBL 018 L34CM OD14,2660
892667,,STAPLER WHT RELOAD 45MM ,932.33
892668,,STAPLER BLU RELOAD 45MM ,932.33
892669,,STAPLER GLD RELOAD 45MM ,932.33
892670,,STAPLER GRN RELOAD 45MM ,932.33
892671,,STAPLER BLK RELOAD 45MM ,932.33
892672,,KIT INTRO 10CM 5FR GLDSH,1462.6
892673,,BAND RAD DSTAT HEMO 37CM,390
892674,,KIT MICINTRO 2.3F 40CM  ,517.63
892687,,SCREW INTFR PLGA TCP 10M,968
892688,,SCREW BN 4MM 2.4MM 12MM ,1328.9
892689,,ROD SPNL 80MM 4MM TI CRV,349.2
892690,,CATH BLN RPDCRS 2X20X170,1690.71
892691,,CATH BLN RPDCRS 3X20X170,1690.71
892692,,CATH BLN RPDCR3.5X20X170,1690.71
892693,,SPACER BICNVX 10X34X12  ,4500
892696,,COMPNT PTLR RSRFC 9X32MM,500
892697,,BOLT SCREW SPN V-ANG5X25,200
892699,,CAGE SPNL 38X28X10MM 15D,9770
892703,,SURGINEO 0.5SQCM        ,14720
892704,,CONN RLN 2H PRLL5-6/5-6M,900
892705,,SUTURE BRAID 36 IN NEEDL,575
892706,,PASSER EXFX CN 9.82IN   ,1422
892708,,SUTURE V-LOC 180 2-0 9IN,532.8
892709,,SCREW CORTEX3.5X42MM  20,41.16
892710,,CATH ECO SOUNDSTAR 8F   ,4514.08
892711,,CATH ANGIO FLASH MNI 3X8,4235
892712,,CATH ANGIO FLASH MNI 4X8,4235
892713,,CATH ANGIO FLASH 4X12MM ,4235
892714,,CATH ANGIO FLASH 6X12MM ,4235
892715,,CATH ANGIO FLASH 6X17MM ,4235
892720,,INSTRUMENT GMK DISP SET ,944.83
892732,,DRILL SOLID AO 1.6X110MM,500
892734,,SCREW BG LCKNG 2.5X14MM ,341
892738,,SCREW HD S-T 2X10MM     ,385
892744,,AUGMNT FEM 62.5X5 RLLM  ,1559.84
892746,,CMPNT FEM 360D 62.5 VNGR,9313.74
892748,,BURR ROUTER TAPERED 3MM ,708.26
892752,,LINER XLPE 0D 40X64     ,1500
892753,,SET ADMIN 3W HI ROT LUER,11
892763,,ROD RELINE MAS TI 5.5X60,360
892771,,SCREW HAMRTOE CANN3.5X13,2482
892772,,KWIRE FX 150MM 1.6MM    ,685.24
892774,,BIT DRILL CANN 3.2MM    ,1806.14
892776,,STEM FEM FULL 79MM 11MM ,5000
892777,,STENT 5X200X130 INNOVA  ,4200
892796,,CONN ROD 5.5 CL-OFST 15M,900
892797,,NAIL CPHMDLRY11.5MM 36CM,4309.2
892798,,NECK HUM NTRL 52007000  ,810
892799,,HD HUMRL OFFSET 54X20   ,2419.2
892800,,STEM HUM 16MM DJO SURG A,4800
892801,,SCREW 5.5MM 55MM LPRFL J,2272
892802,,STENT TRYT 15X3-3.5MM   ,2600
892803,,TIP ASP ULTSNC LAPSCP XT,3605.1
892830,,CAGE SPN 14X17X10MM 10D ,1620
892831,,CONN CROSS 36MM         ,900
892832,,ANCHOR LEAD N300 SP COLU,364
892838,,SCREW S-THRD HD 2.5X13  ,386
892841,,SCREW LOCK 3.5X28MM T10 ,434.28
892847,,CAGE SPN POR 41X27X16MM ,10500
892850,,LEAD PCNG QRTET 1457Q/86,3482
892852,,LEAD CPSR SNSE 457453   ,872
892859,,CATH MCRO 150CM 1.4-2.6F,3060.75
892860,,CATH MCRO 135CM 1.4-2.6F,3060.75
892863,,SEPARATOR THRMB 8FR     ,6140.75
892864,,CATH THRMB D 8FR INDG W/,10048.5
892865,,STEM FEM 141MM CMNT AVEN,11960
892866,,ROD COCR 6.0X300 STRAIT ,600
892867,,CAGE CRNT TLIF12X10X35X4,4500
892868,,STEM FEM  15X86 FULL PRF,5000
892869,,LINER NEUTRAL E1 G-40   ,2000
892870,,SHELL PPS LTD ACTB 58G  ,1800
892871,,SPACER SPN OBLQ 10X26X8 ,4500
892872,,PIN FIX THRD SH TALAR ST,697.08
892873,,SCREW S-T CANN 3X40MM   ,385
892874,,SCREW VAR ANG CMPR 4X12 ,104
892875,,SCREW HD S-T 2X13MM     ,386
892878,,STAPLE BN 10X10MM HND 2M,3508
892879,,STAPLE BN 12X12MM FUSEFO,3508
892881,,INSERT ARTC3-7 KN R 13MM,2100
892893,,KIT SLEEVE SURG SCR MAZO,5340
892899,,COMP SEG DSTL FEM C RT  ,19092
892900,,COMPONENT SEG DIST FEM P,756
892904,,PTLR CMPNTT OVL 35      ,500
892905,,SCREW HEADED 6.5X60 16MM,1032
892906,,SCREW BN 6.5X62MM 16MM D,1032
892907,,SCREW BN 6.5X55X16MM CHR,1032
892908,,WIRE FX 2.5MM           ,592.64
892909,,DRILL BIT CNTRSNK DRCO  ,1534.54
892910,,PLATE 4 HOLE L30MM T II ,4840
892911,,BIODFENCE 12 SQ CM      ,20480.53
892912,,STENT 10MM X 39CM VIABAH,6510
892913,,STNT 8X59MM VIABN VBX   ,6672
892914,,STENT VBHN VBX 8MM 39CM ,6672
892915,,STENT VIABAHN 8MM 29CM  ,6672
892916,,STNT 7X59MM VIABN VBX   ,6672
892917,,STENT EPRSTH 39MM 7MM 7F,6672
892925,,STEM FEM 150MM 12MM TPR ,3524.5
892926,,SCREW MAS 7.5X40MM 2C   ,1700
892927,,CAGE AN TLIF10X11X34X12D,4500
892945,,SCREW 3.5MM 75MM NCB    ,196
892956,,SCREW FL THRD T10 3.5X30,236.28
892965,,STEM FEM ECH BMTRC 80X12,4000
892966,,STEM FEM 84MM 14MM      ,5000
892967,,SCREW VAR ANG CMPR 4X14 ,104
892968,,COIL EMBL 10CM 4MM 190CM,4166
892969,,COIL EMBL 15CM 5MM 190CM,4166
892972,,SCREW T15 LP NL 3.5X30MM,200
892973,,SCREW BN 3.5X32MM NLOCK ,200
892975,,SCREW CANC 4X38         ,170.44
892976,,SCREW CANC FT 4X36MM    ,170.44
892983,,SCREW LCK 3.5X38MM T10  ,434.28
893004,,OCCLUDER CV 35MM PFO AMP,19990
893020,,SCREW BN 5.5MM 40MM RELI,1370
893021,,SCREW SPN 6.5MM 40MM 2S ,1370
893022,,SCREW SPN 6.5X45MM 2S   ,1370
893023,,ROD RELN-O 6X500MM STRT ,360
893024,,ROD SPN XCONN RLN 6X25  ,900
893025,,STENT GFT VLNT 44X44X150,36990
893026,,SHEATH SENTRANT INTRO 22,1697.5
893027,,CAGE BICNVX OBLQ12X34X12,4500
893028,,SCREW BN FT T8 2.7X20MM ,217.36
893036,,STENT BIL VSPRO 8X27X135,1370
893061,,JNTDEV NSRT PS+ 63/67X14,2000
893078,,CATH ART LN 100CM 5F PA ,679
893083,,TUBING IRR 2IN E SMRTCP ,200
893089,,TROCAR LAPSCP 75MM 5MM E,407.4
893120,,STNT VAS 7X26MM 80CM BLN,5400
893121,,STNT VAS 8X37MM 80CM BLN,5600
893164,,SCREW 4.5 LOCK 35MM     ,344
893165,,SCREW CANC DL 2.5X16MM  ,880.88
893166,,SCREW 2.X28 FIXOS SV28  ,880.88
893169,,CTHDX IMGR2 5F038 MIK 65,190.76
893183,,HEAD FEM OXNM +8MM 14/16,1600
893187,,SCREW SHLDR CMP 6.5X40  ,150
893192,,DRILL SURG 4.5MM SLF LCK,1069.43
893193,,ANCHOR SUT 5.5MM FTPRNT ,660
893194,,PLATE PRTASUL 7HL 172MM ,2402.4
893230,,CLAMP EX FIX 11MM HFMN 3,3733.88
893235,,PLATE CROSSLOCK MINI LFT,1532
893236,,STEM FEM 82MM 13MM FULL ,5000
893237,,LINER ACTB D-36MM HIP   ,3000
893238,,PLATE MED MTP FUS 5DG RT,3652
893239,,SCREW HD CANN F-T 4X48  ,434.5
893240,,SCREW HD CANN F-T 4X42  ,472.5
893276,,IRRG SUCT DVINCI XI     ,1799.35
893283,,CRTD CLARIA MRI DTMA1D1 ,33080
893284,,PCMKR W4TR03 SOLARA CRTP,15240
893285,,SCREW CANC 6MM/L35MM    ,114.44
893288,,SCREW BN 26MM ORTH      ,1056
893289,,SCREW 8.5X40MM 2S POLY  ,1370
893290,,SCREW 7.5X40MM 2S PLYAXL,1370
893295,,CATH BLN .014IN 6FR 4MM ,3561.25
893296,,CATH LSR TRB EX 2.0 .018,12685.75
893303,,SCREW BN 2.7MM 30MM SS L,330
893304,,PLATE 84MM 3.5/4MM SCR  ,2716
893305,,PLATE STR 40MM 2.7MM SCR,844
893306,,PLATE 172 PRTASUL-64 7HL,2402.4
893307,,SCREW NCB PRTASUL 4X14MM,154
893314,,STEM FEM 79MM 11MM FULL ,4000
893315,,4X16 VA SCREW FBS416    ,104
893318,,ANCHOR SUT DBL LD 3.2MM ,1000
893319,,ANCHOR SUT SGL LD 1.8MM ,1000
893320,,BUTTON GFS 3.9X12MM     ,800
893321,,BIT DRILL DT 1.8MM      ,2206.75
893322,,BIT DRILL KNTLS 2.8MM   ,2206.75
893323,,CTHGD 8F 25CM CTD 150CM ,2682.05
893324,,CTHGD 7F 25CM CTD 150CM ,2682.05
893325,,GWIRE VASC 6F GDZILLA II,2682.05
893326,,CATHETER GD 150CM 6FR .0,2682.05
893327,,STNT 6X19MM BLN EXPN    ,4842
893328,,STENT BIL VSPRO 6X37X135,1370
893329,,STENTEVERFLEX7X20X120   ,1680
893330,,STENTEVERFLEX7X150X120  ,2300
893331,,STNT VASC 7X120MM 120CM ,2200
893332,,STNT VASC 7X80MM 120CM  ,1680
893333,,STENTEVERFLEX7X60X120   ,1680
893334,,STENTEVERFLEX7X40X120   ,1680
893335,,STENTEVERFLEX6X150X120  ,2300
893336,,STNT VASC 6X120MM 120CM ,2200
893337,,STENT VASC 6X100MM 80CM ,1900
893338,,STENT VASC 6X60MM 80CM  ,1680
893339,,STENTEVERFLEX6X40X120   ,1680
893340,,STENTEVERFLEX6X20X120   ,1680
893348,,CATH BLN TRUE 24MM 14F  ,4628
893351,,CATH NVCRS SUPRT90CM STR,1470.71
893352,,CATH NVCRS SUPRT90CM ANG,1470.71
893353,,NAVICROSS SUPPORT CATH 1,1470.71
893354,,SUT STRFIX 3-0 60CM SPRL,386.4
893355,,SUTURE STRATFX 2-0 15CM ,495.6
893356,,CATH BLNOCC 12FR 1.5CM  ,2709.21
893357,,CATH BLNOCC 12F 24CM AOR,1877.72
893358,,BLADE SAW 10X6X.4MM OSC ,1273
893359,,SAW BLADE 16MM WIDTH 10M,1273
893360,,BLADE SAW 30X10X.4MM OSC,1311
893362,,BLDE SAW 27X14 THK.6MM  ,1485
893363,,BLDE SAW 50X10 SAG SLOT ,1485
893364,,BLADE SAW SGTL 27X50X.6 ,1273
893368,,BURR REAMER SWNSN ALL SZ,340
893369,,GDWIRE ARTHSCP 2.4M 10IN,857
893370,,SUTURE VCL 6-0 P1 18IN  ,573.8
893371,,BUR SHVR RND FLUT 2X51MM,652.8
893372,,PUNCH BX STD SS SM 8MM  ,6
893373,,LENS INTRAOC LI61AOR1000,270
893374,,GRAFT VAS 50CM 4.5-6.5MM,1432
893375,,CLIP ANRSM 9X8.7 TEMP   ,517
893376,,CLIP ANRSM 12X10.2 TEMP ,517
893377,,CLIP ANRSM TEMP FT260T  ,568
893378,,CLIP ANRSM TEMP FT261T  ,517
893379,,CLIP ANRSM TEMP 7.5 0.88,517
893380,,CLIP ANRSM 7.5X7.2 PERM ,517
893381,,CLIP ANRSM PERM FT654T  ,517
893382,,CLIP ANRSM PERM FT710T  ,517
893383,,CLIP ANRSM TEMP 4.0 0.69,586.86
893384,,CLIP ANRSM REINFORCE TI ,627.24
893385,,CLIP ANRSM 9X5.5 PERM   ,2973.3
893394,,SEALER/DIVIDER BLUNT TIP,2061.02
893395,,KIT RPDPRT EZ ACSS PORT ,3176.25
893396,,RELD STPLER 2MM XTHK 60M,2546.59
893397,,DRAIN BLAKE 15FR W/BENDA,1446.8
893398,,TIP ASP 23 KHZ FLUE O-RN,3263.61
893399,,ROD SPN REVOLVE 5.5X125 ,360
893400,,INSERT TIB 5MM RP PST ST,1900
893401,,MESH PHASIX RECTNGL 25CM,24650
893402,,SUTURE ETHB 0 MO-7 CX41D,187
893403,,CATH FOLEY SIL 20FR     ,87.6
893404,,CATH FOLEY SILASTIC 22FR,78.6
893405,,BLADE SAW 60X6.35MM     ,232
893406,,BRA PST-OP LG B-D 36-38 ,358.8
893407,,BRA PST-OP XL B-D 38-44 ,358.8
893408,,BRA PST-OP XXL C-E 46-54,358.8
893410,,CLIP ANRSM PERM 5.5 1.77,3333.7
893411,,STAPLE BN FX 2.4X16MM   ,102
893412,,STAPLES BONE FX 2X2.4   ,102
893413,,TUBING IRR .28IN STRL   ,128.6
893414,,GRAFT BN ILIAC CRST WDG ,692.64
893415,,PLUG BN ACL 8/9/10/11/12,100
893416,,PLATE ORT META 3.5 9HLE ,1490
893417,,IMPL PROXI INTPHAL S    ,1470
893418,,PIN FX ORTH 1.9MM 9IN   ,577
893419,,EXPANDER TISS 12X9.8CM B,2990
893420,,GRAFT VASC 50CM 6MM FLIX,2400
893421,,GRFT BN ILIAC CRST 15X8 ,846.6
893422,,FLEXHD THK 240 SQ CM    ,66682
893423,,EXPANDER BRST 17X4CM    ,1930
893442,,RELOAD STAPLER 2X45MM   ,773.25
893443,,STRATAFIX SYMMETR 145CM ,481.6
893444,,CATH FOL SIL 18FR       ,81.2
893445,,CATH FOLY 2W 24F 5CC    ,87.6
893446,,CATH FOLY 3W 20F 16IN   ,170.2
893447,,GUIDEWIRE ENDO .038IN 14,403.2
893448,,FCP SPEC RET 90CM 2.4FR ,1113.29
893449,,SHEATH ACC 11FR 13FR  24,813.65
893450,,SHEATH ACC UROPASS 11/13,752.53
893451,,SET INTRO 60CM 14FR PLWY,1324.8
893452,,BUR 3MM MATCHSTICK CARBI,1630.35
893453,,BURR MCHSTK FLUT 2.3MM  ,624.68
893454,,BURR ECG ELITE 5MM      ,718.18
893455,,BURR SRG 25.4MM .8MM MED,680.43
893456,,RASP SURG 18.3MM 3.2MM  ,1461.55
893457,,TIP 25KHZ STRAIGHT      ,2131.75
893458,,SEALER BIP AQMNTS 6.79IN,2136.75
893459,,PUNCH SURG 3MM SS DERML ,30.4
893460,,PUNCH SURG 3MM SS BX SML,47.4
893461,,DRSSNG PRVN PEEL & PLACE,1602.44
893462,,BLDE PLSM XTD 15X4MM    ,2179.59
893463,,CATH BLNDL 17X22MM      ,2012
893464,,INTRODUCER SAFESHTH LNG ,1969.1
893465,,SCREW HMRTOE SLD 2X13MM ,2482
893475,,PATCH .8 X 8CM          ,220
893476,,SUTURE ETHBND XCL 2-0 V5,1203.8
893477,,SUTURE 2-0 CV-300 36IN  ,233.8
893478,,CLAMP INTRCK INSRT 86MM ,520
893479,,INSERTS INTRK STD W/B 86,465
893480,,INSERT CLMP BUL 86MM    ,465
893481,,LOOP VSL 1MM MAXI 2.5MM ,20.4
893482,,CANN VNS R-ANG SHRT 26F ,515.4
893483,,CANNULA PRFSN 33.02CM20F,833
893486,,KIT INTRODUCER TRACH CGL,2973.61
893487,,ADHESVIE SKNCLS SYR 5ML ,1491.6
893488,,DRESSING AG 14X4IN      ,894
893489,,INTRODUCER MICRA SHEATH ,1620
893490,,CATH FUSION ABL SYS 150 ,22137.5
893491,,CLIP LIGATING MICROCLIP ,7.5
893492,,WIRE TEMP PCING BIP 60CM,880
893493,,SCREW UNIPLNR CTD 7.5X26,70
893494,,VALVE AOR 23MM 26MM     ,9670
893495,,CANNULA OPTH TRTMN 25GA ,880
893519,,ROD FIB ANKL 2 180X3MM  ,3006
893520,,REAMER SURG 14MM MTRSL  ,3055.5
893521,,CATH BLN .014IN 6FR 5MM ,3561.25
893522,,GW PRSWR X WRLS FFR175CM,2406.25
893524,,DEVICE THRMB 3D REVSC   ,19596.5
893526,,BIT DRL 2.5MM           ,1480.22
893555,,SCREW BN 2.7MM 17MM R3CO,341
893561,,STNT ILC VAS 8X26X80MM  ,5400
893566,,SCREW P-AX 9.5X100 2S   ,1370
893571,,SCRW ARCHON SELFTAP F 4.,200
893572,,KIT IMP HRTMT2 L VNTASST,159000
893576,,COMPNT FEM 6 NAR RT KN  ,2900
893578,,DRESSING HMSTC CLGSL 2X2,220
893579,,SYSTEM BLN AVAFLX 11GX15,9634.63
893584,,SPACER SPN 31X10X10 14MM,7600
893585,,SCREW F-T CANN 3X44MM   ,442.5
893586,,ROD SPN RVLV 5.5X140MM  ,360
893595,,DEVICE TUBE CLEARVIEW   ,132
893597,,CATH MOZC NC PTCA2.50X08,679
893598,,CATH MOZC NC PTCA2.25X08,679
893599,,CATH MOZC NC PTCA3.50X08,672.21
893600,,CATH BLND 2.5X28MM 142CM,679
893602,,CATH MOZC NC PTCA2.75X08,672.21
893603,,CATH MOZC NC PTCA2.75X23,679
893604,,CATH MOZC NC PTCA3.00X23,672.21
893605,,CATH MOZC NC PTCA3.50X23,672.21
893606,,CATH MOZC NC PTCA3.00X28,679
893607,,CATH BLND 2.5X35MM 142CM,679
893608,,CATH MOZC NC PTCA3.00X35,679
893609,,CATH MOZC NC PTCA3.50X35,679
893610,,CATH MOZC NC PTCA3.00X13,672.21
893611,,CATH MOZC NC PTCA3.50X13,672.21
893612,,CATH MOZC NC PTCA4.00X15,672.21
893613,,CATH MOZC NC PTCA2.25X15,679
893614,,CATH MOZC NC PTCA 4X13MM,672.21
893615,,CATH MOZC NC PTCA4.50X13,672.21
893616,,CATH MOZC NC PTCA2.50X15,672.21
893617,,CATH MOZC NC PTCA2.75X15,672.21
893618,,CATH MOZC NC PTCA3.00X15,672.21
893619,,CATH MOZC NC PTCA3.50X15,672.21
893620,,CATH MOZC NC PTCA4.50X15,672.21
893621,,CATH MOZC NC PTCA2.25X18,679
893622,,CATH MOZC NC PTCA2.50X18,672.21
893623,,CATH MOZC NC PTCA2.75X18,672.21
893624,,CATH MOZC NC PTCA3.00X18,672.21
893625,,CATH MOZC NC PTCA4.00X18,672.21
893626,,CATH MOZC NC PTCA3.50X18,672.21
893627,,CATH MOZC NC PTCA3.00X08,672.21
893629,,CATH MOZC NC PTCA4.00X08,672.21
893630,,CATH MOZC NC PTCA4.50X08,672.21
893631,,CATH MOZC NC PTCA2.25X10,679
893632,,CATH MOZC NC PTCA2.50X10,672.21
893633,,CATH MOZC NC PTCA2.75X10,672.21
893634,,CATH MOZC NC PTCA3.00X10,672.21
893635,,CATH MOZC NC PTCA3.50X10,672.21
893636,,CATH MOZC NC PTCA 4X10MM,672.21
893637,,CATH BLND 4.5X10MM 142CM,679
893638,,CATH MOZC NC PTCA2.25X13,672.21
893639,,CATH MOZC NC PTCA2.50X13,672.21
893640,,CATH MOZC NC PTCA2.75X13,672.21
893651,,STENT 7MMX19MM BLN EXPND,4842
893661,,PIN 6.0 TRANSFIX 300MM  ,180
893662,,CLAMP ORT COMBO EXFX LG ,3367.84
893668,,SCREW ASNS 3 CANN 6.5X85,560.42
893669,,SCREW TI CORT 2.4X28    ,118
893670,,CLAMP TRANSV LEXF       ,2360.05
893671,,SCREW SCHNZ 6X125MM     ,977.76
893672,,PIN FX STNM 180MM 4MM   ,1240
893673,,PIN FX STNM 4.0X200MM   ,1240
893674,,SCREW BN DHS/DCS 13X55  ,741
893675,,PLATE BNE 130DD L78MM FE,919.6
893676,,PLATE 130D STD BRL 62MM ,999.4
893677,,NAIL TROCH CAN 11MM 135D,2304
893679,,NAIL TROC 10-17 300MM RT,3036
893680,,NAIL TROC 10-17 300MM LT,3036
893681,,NAIL TROCH 10X320 125D-R,3036
893682,,NAIL TROCH 10X320 125D-L,3036
893683,,NAIL TROCH 10X340 125D-R,3036
893684,,NAIL TROCH 10X340 125D-L,3036
893685,,NAIL TROCH 10X360 125D-R,3036
893686,,NAIL TROCH 10X360 125D-L,3036
893687,,NAIL TROCH 10X380 125D-R,3036
893688,,NAIL TROCH 10X380 125D-L,3036
893691,,NAIL TROCH 10X400 125D-R,3036
893692,,IMPLANT BRST 3.2CM PRJCT,1650
893693,,IMPLANT BRST 11.5X10.8CM,2064
893694,,IMPLANT BRT 12.5X11.8CM ,2064
893695,,BLOCK CUT SZ 4+ RT MYKN ,679
893696,,BLADE HLCL LCP DHHS 75MM,535.8
893697,,NAIL ORT BLADE 110MM    ,674.5
893698,,BLADE HLCL LCP DHHS115MM,674.5
893699,,SCREW BN 120MM LCP      ,568
893700,,BLADE HELIX 130MM       ,588
893701,,SCREW BN 6.5MM 60MM 16MM,502.32
893702,,SCREW BN 6.5MM 110MM 16M,438
893704,,SCREW CAN TI P-T 6.5X115,450.3
893705,,SCREW CAN TI P-T 6.5X130,438
893706,,SCREW BN 6.5MM 135MM 16M,526.3
893707,,SCREW BN 6.5MM 140MM 16M,438
893708,,SCREW BN 6.5MM 145MM 16M,438
893709,,SCREW BN 6.5MM 150MM 16M,438
893710,,SCREW BN 6.5MM 160MM 16M,438
893711,,SCREW CAN TI P-T 6.5X170,438
893712,,SCREW CAN TI P-T 6.5X180,438
893713,,SCREW BN 6.5MM 45MM 32MM,438
893715,,SCREW BN 6.5MM 50MM 32MM,502.32
893716,,SCREW BN 6.5MM 105MM 32M,552.9
893718,,SCREW BN 6.5MM 110MM 32M,438
893719,,SCREW BN 6.5MM 115MM 32M,552.9
893720,,SCREW BN 6.5MM 120MM 32M,438
893721,,SCREW BN 6.5MM 125MM 32M,438
893722,,SCREW BN 6.5MM 130MM 32M,438
893723,,SCREW CAN TI P-T 6.5X95 ,438
893724,,SCREW CAN TI P-T 6.5X140,438
893726,,SCREW BN 6.5MM 150MM 32M,438
893727,,SCREW CAN TI P-T 6.5X180,438
893728,,SCREW ANKL F-T 6.5X70MM ,438
893729,,SCREW ORTH F-T 6.5X75MM ,438
893730,,SCREW 6.5X7.9X2.9X80MM  ,438
893731,,SCREW BONE 6.5MM 85MM   ,438
893733,,SCREW CAN TI F-T 6.5X90 ,438
893734,,SCREW 2.4X16MM          ,267.72
893735,,SCREW 2.4X14MM          ,267.72
893737,,COMPNT FEM SZ 4+ RT CEM ,3600
893738,,CMPNT TIBTRY 4 RT PRIM C,2600
893739,,TIBIAL INSRT FIXED #4/10,1100
893741,,STEM EXT GMK 11MM 30M   ,1658.3
893754,,NAIL TROCH 10X400 125D-L,3036
893755,,NAIL TROCH 10X420 125D-R,3036
893756,,NAIL TROCH 10X420 125D-L,3036
893757,,NAIL TROCH 10X440 125D-R,3036
893758,,NAIL IM CANN FX 10X130  ,3036
893761,,NAIL TROCH 10X460 125D-R,3036
893762,,NAIL TROCH 10X460 125D-L,3036
893763,,NAIL TFN 46CM RT 130DEG ,3036
893764,,NAIL TROCH 10X460 130D-L,3036
893765,,NAIL TROCH 10X300 135D-R,3036
893766,,NAIL TROCH 10X300 135D-L,3036
893767,,NAIL TROCH 10X320 135D-R,3036
893768,,NAIL TROCH 10X320 135D-L,3036
893769,,NAIL TROCH 10X340 135D-R,3036
893771,,NAIL TROCH 10X340 135D-L,3036
893772,,NAIL TROCH 10X360 135D-R,3036
893773,,NAIL TROCH 10X360 135D-L,3036
893774,,NAIL TROCH 10X380 135D-R,3036
893775,,NAIL TROCH 10X380 135D-L,3036
893777,,NAIL TROCH 10X400 135D-R,3036
893778,,NAIL TROCH 10X400 135D-L,3036
893779,,NAIL TROCH 10X420 135D-R,3036
893782,,NAIL TROCH 10X420 135D-L,3036
893783,,NAIL TROCH 10X440 135D-R,3036
893784,,NAIL TROCH 10X440 135D-L,3036
893786,,NAIL TROCH 10X460 135D-R,3036
893787,,NAIL TROCH 10X460 135D-L,3036
893788,,NAIL TROC 11-17 300MM RT,3036
893789,,NAIL TROC 11-17 300MM LT,3036
893790,,NAIL C TR FX 11 456.393S,3036
893791,,NAIL IM TI 125DD 11X340M,3036
893793,,NAIL IM CANN 11X380MM   ,3036
893794,,NAIL ORT 11X125DX380X11L,3036
893795,,NAIL C TR FX 11 456.400S,3036
893796,,NAIL IM 125DD 400X11MM  ,3036
893797,,NAIL FX 11X125DD        ,3036
893798,,NAIL C TR FX 11 456.403S,3036
893799,,NAIL C TR FX 11 456.404S,3036
893800,,NAIL TROCH 11X440 125D-L,3036
893801,,NAIL TROCH 11X460 125D-R,3036
893802,,NAIL TROCH 11X460 125D-L,3036
893803,,NAIL IM TI 130DD L460MM ,3623.3
893804,,NAIL TROCH 11X300 135D-L,3036
893806,,NAIL TROCH 11X320 135D-L,3036
893807,,NL 11-17X340MM TROCH LT ,3036
893808,,NAIL TROCH 11X360 135D-L,3036
893811,,NAIL TROCH 11X380 135D-L,3036
893812,,NAIL TROCH 11X400 135D-L,3036
893813,,NAIL TROCH 11X420 135D-L,3036
893814,,NAIL TROCH 11X440 135D-R,3036
893815,,NAIL TROCH 11X440 135D-L,3036
893817,,NAIL TROCH 11X460 135D-R,3036
893818,,NAIL TROCH 11X460 135D-L,3036
893819,,NAIL TROCH 12X300 125D-L,3036
893820,,NAIL TROC 12-17 320MM LT,3036
893821,,NAIL TROC 12-17 340MM LT,3036
893822,,NAIL IM TI 12MM 125D LT ,3036
893823,,NAIL TROC 12-17 380MM RT,3036
893824,,NAIL IM TI 125DD L380MM ,3036
893825,,NAIL IM TI 125DD L400MM ,3036
893826,,NAIL IM TI 125D 12X420MM,3036
893828,,NAIL TROCH 12X440 125D-R,3036
893829,,NAIL IM 130DDX300 RT FEM,3036
893830,,NAIL IM 130DDX300 LT FEM,3036
893831,,NAIL IM TI 130DD L320MM ,3036
893832,,NAIL IM TI 130D 12X320MM,3036
893833,,NAIL IM TI 130DD L440MM ,3319.3
893834,,NAIL IM TI 130DD L440MM ,3319.3
893835,,NAIL IM TI 130DD L460MM ,3036
893836,,NAIL IM TI 130DD L460MM ,3036
893837,,NAIL TROCH 12X300 135D-R,3036
893839,,NAIL TROCH 12X300 135D-L,3036
893840,,NAIL TROCH 12X320 135D-R,3036
893841,,NAIL TROCH 12X320 135D-L,3036
893842,,NAIL TROCH 12X340 135D-R,3036
893843,,NAIL IM 135DDX340 LT FEM,3036
893844,,NAIL IM 135X360 RT TROC ,3036
893845,,NAIL TROCH 12X380 135D-R,3036
893846,,NAIL IM TI 135DD L400MM ,3036
893847,,NAIL TROCH 12X420 135D-R,3036
893848,,NAIL TROCH 12X440 135D-R,3036
893853,,NAIL TROCH 12X460 135D-R,3036
893854,,NAIL TROCH 12X235 135D  ,2304
893856,,NAIL TROCH 11X300 135D-R,3036
893857,,NAIL TROCH 11X320 135D-R,3036
893858,,NAIL TROCH 11X340 135D-R,2854.6
893860,,NAIL TROCH 11X360 135D-R,3036
893862,,NAIL C TR FX 11 456.440S,3036
893863,,SIDEPLATE BN 108MM      ,1121
893864,,SIDEPLATE BN 54MM       ,946
893865,,SIDEPLATE BN 72MM       ,946
893866,,SIDEPLATE BN 90MM       ,1121
893867,,SIDEPLATE BN 108MM      ,946
893868,,SIDEPLATE BN 54MM       ,946
893869,,SIDEPLATE BN 72MM       ,946
893870,,SIDEPLATE BN 90MM       ,946
893872,,SIDEPLATE BN 108MM      ,946
893873,,SIDEPLATE BN 126MM      ,946
893874,,SIDEPLATE BN 306MM      ,946
893875,,SIDEPLATE BN 90MM       ,946
893876,,SIDEPLATE BN 108MM      ,946
893877,,SIDEPLATE BN 126MM      ,946
893878,,SIDEPLATE BN 54MM       ,946
893879,,SIDEPLATE BN 90MM       ,946
893880,,SIDEPLATE BN 54MM       ,1178
893881,,SIDEPLATE BN 90MM       ,1037.4
893883,,SIDEPLATE BN 90MM       ,1037.4
893884,,SIDEPLATE BN 90MM       ,946
